#"ESOLMET-CIE | Temixco, Mor.; Longitud:99º14';  Latitud:18º51';  Altitud:1219 msnm;  ",,,,,,,,
#,Irradiancia,,,,,,,
#Fecha,Directa,Global,Difusa,UV,Temperatura,Humedad,Viento Vel.,Presiòn Bar.
#aaaa/mm/dd hh:mm:ss,W/m^2,W/m^2,W/m^2,W/m^2,ºC,%,m/s,mbar
#,Avg,Avg,Avg,Avg,Avg,Smp,Avg,Avg
2019-01-03 08:20:00,6.898,88.3,76.84,0,15.39,57.98,2.344,878.1852
2019-01-03 08:30:00,10.64,116.5,98.3,0,14.95,58.86,2.119,878.4623
2019-01-03 08:40:00,155.3,200.4,132.8,0,15.32,56.68,1.499,878.4579
2019-01-03 08:50:00,87.4,198.6,146.4,0,16.16,58.18,0.508,878.5815
2019-01-03 09:00:00,46.66,184.8,147.4,0,17,56.2,0.04,878.7796
2019-01-03 09:10:00,60.74,211.5,163,0,17.6,54.39,0.033,878.9177
2019-01-03 09:20:00,69.86,241.6,186.1,0,18.53,51.36,0.01,878.9553
2019-01-03 09:30:00,15.27,218,188.5,0,19.01,52.68,0.039,878.9241
2019-01-03 09:40:00,16.31,223.4,190.7,0,18.81,50.84,0.383,879.1595
2019-01-03 09:50:00,219.6,355.3,202.2,0,18.5,48.97,0.919,879.0931
2019-01-03 10:00:00,165.8,337.7,203.1,0,19.38,42.26,0.632,879.1255
2019-01-03 10:10:00,206.2,377.5,213,0,19.99,42.73,1.06,879.0352
2019-01-03 10:20:00,328,470,226.2,0,20.11,38.68,1.085,878.7982
2019-01-03 10:30:00,352.1,494.4,227.1,0,21.31,38,0.59,879.0283
2019-01-03 10:40:00,426.4,570.2,245.4,0,22.17,36.43,0.459,878.872
2019-01-03 10:50:00,151.9,393.2,232.1,0,22.23,38.06,0.772,879.0849
2019-01-03 11:00:00,77.83,333.1,227.1,0,21.3,38.88,0.871,878.6394
2019-01-03 11:10:00,391.6,550.5,229,0,21.95,36.8,1.164,878.8777
2019-01-03 11:20:00,578.5,680.2,219.5,0,22.34,37.59,1.159,878.5917
2019-01-03 11:30:00,291.5,493.2,224.1,0,21.95,38.71,1.421,878.4011
2019-01-03 11:40:00,224.9,485.6,262.4,0,22.43,38.68,1.35,878.1397
2019-01-03 11:50:00,368.8,641.3,302.9,0,22.32,37.31,1.36,878.2143
2019-01-03 12:00:00,226.5,539.8,306.6,0,22.81,39.87,0.853,877.8713
2019-01-03 12:10:00,60.3,412.5,312,0,22.37,39.9,1.752,877.8741
2019-01-03 12:20:00,371.3,668,316.2,0,22.58,39.97,1.624,877.7824
2019-01-03 12:30:00,472.4,676.5,247.7,0,23.11,39.11,2.167,877.4877
2019-01-03 12:40:00,579.4,717.1,209.9,0,23.72,36.12,1.178,876.9623
2019-01-03 12:50:00,263.8,483.9,219.6,0,23.43,37.31,2.191,876.7146
2019-01-03 13:00:00,110.8,405.7,266.6,0,23.35,36.87,1.81,876.7796
2019-01-03 13:10:00,475.8,729.5,303.3,0,23.15,36.39,1.931,876.4147
2019-01-03 13:20:00,198.8,495.9,291.3,0,23.53,37.82,1.274,876.0463
2019-01-03 13:30:00,37.77,386.7,313.3,0,23.59,36.66,1.53,875.9955
2019-01-03 13:40:00,484.1,786.8,358.6,0,24.85,32.91,1.184,875.8184
2019-01-03 13:50:00,261.8,562.2,302.3,0,25,30.63,1.216,875.757
2019-01-03 14:00:00,275.7,516.6,259.1,0,25.02,29.03,0.977,875.7008
2019-01-03 14:10:00,66.2,319.7,224.8,0,25.02,32.61,1.021,875.5774
2019-01-03 14:20:00,16.48,285.8,235.8,0,24.81,32.54,0.979,875.3977
2019-01-03 14:30:00,130.6,424.2,283,0,25.07,32.09,0.425,875.0972
2019-01-03 14:40:00,135.9,446,298.8,0,25.2,32.54,1.438,875.1887
2019-01-03 14:50:00,258.5,510.6,284.2,0,25.12,32.44,1.125,874.9617
2019-01-03 15:00:00,754.7,750.9,234.2,0,25.96,31.21,0.857,874.7963
2019-01-03 15:10:00,822,689.3,162.8,0,26.91,30.73,1.2,874.833
2019-01-03 15:20:00,778.3,600.2,118.5,0,26.76,29.64,1.433,874.8259
2019-01-03 15:30:00,520.8,427.8,103.1,0,26.56,31.68,1.346,874.5306
2019-01-03 15:40:00,141.2,192.8,88.6,0,26.1,31.72,1.366,874.3157
2019-01-03 15:50:00,100.6,149.1,74.4,0,25.44,32.84,1.646,874.2572
2019-01-03 16:00:00,505.2,378.2,100.6,0,25.86,31.31,1.195,874.3096
2019-01-03 16:10:00,733,462.7,103,0,26.49,29.91,1.893,874.5773
2019-01-03 16:20:00,739.8,415.8,83.5,0,26.63,29.71,1.363,874.6589
2019-01-03 16:30:00,722,368.6,69.45,0,26.89,29.33,1.146,874.8003
2019-01-03 16:40:00,688.8,325.4,62.36,0,27.23,30.15,1.185,874.842
2019-01-03 16:50:00,645.9,283.4,58.48,0,26.86,29.23,1.47,874.7743
2019-01-03 17:00:00,598,243.5,55.08,0,26.89,30.18,1.12,874.6235
2019-01-03 17:10:00,493.5,188.3,49.56,0,26.86,30.39,1.158,874.4916
2019-01-03 17:20:00,436.4,148.3,42.02,0,26.78,30.73,1.028,874.558
2019-01-03 17:30:00,431.9,134.8,44.37,0,26.45,31.34,1.343,874.8971
2019-01-03 17:40:00,339.6,107.2,46.69,0,26.18,32.2,1.309,874.7547
2019-01-03 17:50:00,264.8,75.37,37.18,0,25.81,32.43,0.921,874.8451
2019-01-03 18:00:00,165.8,44.79,26.05,0,25.52,33.35,0.44,874.7948
2019-01-03 18:10:00,2.801,11.74,9.45,0,24.88,34.99,0.01,874.8482
2019-01-03 18:20:00,0,1.893,1.079,0,24.07,38.13,0,874.7297
2019-01-03 18:30:00,0,0,0,0,23.22,41.4,0.16,874.8126
2019-01-03 18:40:00,0,0,0,0,22.66,41.84,0.786,875.0899
2019-01-03 18:50:00,0,0,0,0,22.19,43.31,1.485,875.1005
2019-01-03 19:00:00,0,0,0,0,21.71,46.41,1.859,875.2595
2019-01-03 19:10:00,0,0,0,0,21.01,48.63,2.455,875.246
2019-01-03 19:20:00,0,0,0,0,20.54,49.79,2.781,875.5304
2019-01-03 19:30:00,0,0,0,0,20.05,49.89,3.178,875.7714
2019-01-03 19:40:00,0,0,0,0,19.84,50.23,3.145,875.8864
2019-01-03 19:50:00,0,0,0,0,19.64,50.54,3.233,875.8868
2019-01-03 20:00:00,0,0,0,0,19.62,49.99,2.909,875.8214
2019-01-03 20:10:00,0,0,0,0,19.65,49.89,2.322,876.148
2019-01-03 20:20:00,0,0,0,0,19.64,49.79,2.439,876.0829
2019-01-03 20:30:00,0,0,0,0,19.45,50.57,2.086,875.8955
2019-01-03 20:40:00,0,0,0,0,19.18,51.73,1.542,876.2714
2019-01-03 20:50:00,0,0,0,0,19.06,51.08,1.36,876.3528
2019-01-03 21:00:00,0.022,0,0,0,19.25,50.37,1.545,876.2549
2019-01-03 21:10:00,0.001,0,0,0,19.07,51.93,1.848,876.377
2019-01-03 21:20:00,0,0,0,0,18.6,52.85,1.324,876.2392
2019-01-03 21:30:00,0,0,0,0,18.09,54.8,1.066,876.68
2019-01-03 21:40:00,0.074,0,0,0,18.11,52.31,1.385,876.524
2019-01-03 21:50:00,0.098,0,0,0,18.16,54.22,2.156,876.4508
2019-01-03 22:00:00,0.032,0,0,0,18.05,53.13,1.9,876.4189
2019-01-03 22:10:00,0.036,0,0,0,18.04,54.63,1.88,876.7046
2019-01-03 22:20:00,0,0,0,0,17.95,54.63,1.424,876.6797
2019-01-03 22:30:00,0,0,0,0,17.59,55.72,2.03,876.6967
2019-01-03 22:40:00,0.168,0,0,0,17.9,52.85,2.218,876.6309
2019-01-03 22:50:00,0.288,0,0,0,18.33,53.16,2.241,876.623
2019-01-03 23:00:00,0.04,0,0,0,17.99,54.15,2.278,876.647
2019-01-03 23:10:00,0,0,0,0,17.8,54.63,1.503,876.6884
2019-01-03 23:20:00,0,0,0,0,17.61,55.41,1.746,876.6711
2019-01-03 23:30:00,0.048,0,0,0,17.71,54.86,1.635,876.5988
2019-01-03 23:40:00,0,0,0,0,17.48,55.61,1.557,876.8355
2019-01-03 23:50:00,0.233,0,0,0,17.7,53.81,1.393,876.7203
2019-01-04 00:00:00,0.065,0,0,0,17.82,54.8,1.539,876.7292
2019-01-04 00:10:00,0,0,0,0,17.19,56.64,1.204,876.8195
2019-01-04 00:20:00,0,0,0,0,17.16,56.13,1.009,876.8354
2019-01-04 00:30:00,0,0,0,0,17.23,56.33,1.243,876.8517
2019-01-04 00:40:00,0,0,0,0,16.96,55.41,1.271,876.8027
2019-01-04 00:50:00,0.003,0,0,0,16.82,58.72,1.598,876.8926
2019-01-04 01:00:00,0,0,0,0,16.34,59.7,2.108,876.8274
2019-01-04 01:10:00,0,0,0,0,16.23,58.95,1.685,876.9089
2019-01-04 01:20:00,0,0,0,0,16.08,60.11,1.341,876.8844
2019-01-04 01:30:00,0,0,0,0,15.84,60.86,1.64,876.8302
2019-01-04 01:40:00,0.013,0,0,0,15.95,60.83,1.723,876.9126
2019-01-04 01:50:00,0.001,0,0,0,16.04,60.46,1.071,876.8962
2019-01-04 02:00:00,0.053,0,0,0,15.91,61.52,1.356,876.8884
2019-01-04 02:10:00,0.294,0,0,0,15.74,61.62,2.111,876.8687
2019-01-04 02:20:00,0.018,0,0,0,15.67,62.44,2.556,876.8573
2019-01-04 02:30:00,0,0,0,0,15.58,63.43,2.944,876.9002
2019-01-04 02:40:00,0.197,0,0,0,15.88,61.42,2.668,876.7902
2019-01-04 02:50:00,0.307,0,0,0,16.29,59.17,2.358,876.7939
2019-01-04 03:00:00,0.223,0,0,0,16.61,61.14,2.184,876.8079
2019-01-04 03:10:00,0,0,0,0,15.61,63.8,2.086,876.8182
2019-01-04 03:20:00,0,0,0,0,15.54,63.94,2.263,876.8926
2019-01-04 03:30:00,0.005,0,0,0,15.47,64.42,2.271,876.7597
2019-01-04 03:40:00,0.024,0,0,0,15.33,64.45,2.231,876.7234
2019-01-04 03:50:00,0.123,0,0,0,15.47,64.65,2.348,876.6848
2019-01-04 04:00:00,0,0,0,0,15.12,66.67,2.259,876.6838
2019-01-04 04:10:00,0,0,0,0,14.85,67.52,2.266,876.741
2019-01-04 04:20:00,0.014,0,0,0,14.86,66.9,2.636,876.7332
2019-01-04 04:30:00,0.058,0,0,0,15,66.19,2.746,876.7432
2019-01-04 04:40:00,0.028,0,0,0,14.96,66.94,2.341,876.7523
2019-01-04 04:50:00,0.02,0,0,0,14.94,66.33,2.535,876.6703
2019-01-04 05:00:00,0.164,0,0,0,15.18,63.67,2.655,876.5806
2019-01-04 05:10:00,0.324,0,0,0,15.74,63.57,2.316,876.6297
2019-01-04 05:20:00,0.03,0,0,0,15.53,65.34,2.013,876.597
2019-01-04 05:30:00,0,0,0,0,15.06,65.88,2.358,876.6782
2019-01-04 05:40:00,0.077,0,0,0,15.13,64.65,2.239,876.6722
2019-01-04 05:50:00,0.054,0,0,0,15,68,2.19,876.8391
2019-01-04 06:00:00,0,0,0,0,14.71,68.51,2.08,876.801
2019-01-04 06:10:00,0.09,0,0,0,14.68,68,2.003,876.9401
2019-01-04 06:20:00,0.078,0,0,0,14.68,67.25,2.223,876.9817
2019-01-04 06:30:00,0.045,0,0,0,14.74,68.06,2.005,877.1452
2019-01-04 06:40:00,0.067,0,0,0,14.79,67.42,2.116,877.3336
2019-01-04 06:50:00,0.195,0,0,0,14.99,66.33,2.32,877.5298
2019-01-04 07:00:00,0.083,0,0,0,14.86,68.27,2.759,877.48
2019-01-04 07:10:00,0.059,1.148,0.435,0,14.43,68.71,2.729,877.5463
2019-01-04 07:20:00,0.235,3.674,2.864,0,14.54,70.52,2.484,877.6937
2019-01-04 07:30:00,16.07,10.12,6.89,0,13.86,72.26,2.703,877.824
2019-01-04 07:40:00,151.2,29.17,14.07,0,14.04,67.55,3.058,878.0449
2019-01-04 07:50:00,240.9,50.26,19.43,0,14.94,67.62,2.913,878.045
2019-01-04 08:00:00,129.8,43.38,20.41,0,14.99,65.95,2.609,878.1519
2019-01-04 08:10:00,25.38,37.5,27.19,0,15.64,63.8,2.209,878.4268
2019-01-04 08:20:00,305.3,115.6,39.69,0,15.9,61.89,2.023,878.5173
2019-01-04 08:30:00,593.6,208.9,47.59,0,16.35,60.56,1.085,878.7139
2019-01-04 08:40:00,575.2,227,49.74,0,17.2,59.09,0.03,878.7542
2019-01-04 08:50:00,619.3,265.6,54.11,0,18.97,51.49,0,878.8567
2019-01-04 09:00:00,497.7,242.3,52.01,0,19.86,57.39,1.026,878.7932
2019-01-04 09:10:00,597.8,305.2,58.38,0,19.17,55.65,1.878,879.111
2019-01-04 09:20:00,745.5,391.8,64.84,0,19.33,54.86,1.629,879.3132
2019-01-04 09:30:00,724.8,406.5,64.57,0,20.04,50.54,1.489,879.1584
2019-01-04 09:40:00,734.3,431,63.45,0,20.23,50.03,1.925,878.9955
2019-01-04 09:50:00,813,491.5,65.4,0,20.25,49.58,2.086,879.3376
2019-01-04 10:00:00,835,524.1,66.08,0,20.75,48.49,1.798,878.9711
2019-01-04 10:10:00,846,552.5,66.87,0,21.11,47.95,1.822,879.4611
2019-01-04 10:20:00,859,583.1,68.09,0,21.43,46.41,1.861,879.4855
2019-01-04 10:30:00,868,611.6,71.45,0,22,43.72,1.236,879.1748
2019-01-04 10:40:00,761.7,572.5,73.9,0,22.5,43.76,1.572,879.4855
2019-01-04 10:50:00,873,661,77.49,0,22.54,44.1,1.59,879.4792
2019-01-04 11:00:00,877,682.1,79.78,0,22.05,42.9,1.697,879.2279
2019-01-04 11:10:00,882,711.2,89,0,22.61,42.76,1.661,878.8066
2019-01-04 11:20:00,874,726,94,0,22.98,40.14,1.729,878.7224
2019-01-04 11:30:00,886,746.1,92.9,0,23.97,40.28,2.026,878.8175
2019-01-04 11:40:00,878,748,88,0,23.81,40,2.226,878.4935
2019-01-04 11:50:00,877,758.4,89.4,0,23.78,38.33,1.966,878.5634
2019-01-04 12:00:00,865,764.4,94.8,0,24.71,37.99,1.909,878.3987
2019-01-04 12:10:00,861,774.2,99.4,0,25.09,36.76,1.542,878.0563
2019-01-04 12:20:00,816,756.4,105,0,25.54,35.54,1.25,877.7866
2019-01-04 12:30:00,780,741.8,110.3,0,25.94,34.1,1.138,877.4412
2019-01-04 12:40:00,834,782.3,109.1,0,25.02,35.3,2.084,877.3018
2019-01-04 12:50:00,863,801,108.1,0,25.46,36.66,1.584,877.1173
2019-01-04 13:00:00,782.2,746.8,108.6,0,25.54,34.24,1.49,877.0121
2019-01-04 13:10:00,878,795.6,97.6,0,25.87,33.83,1.272,876.509
2019-01-04 13:20:00,896,793.3,89.3,0,26.09,33.01,1.891,876.4984
2019-01-04 13:30:00,929,812,89.4,0,26.91,31.78,1.818,876.1304
2019-01-04 13:40:00,871,766.1,91.8,0,27.57,28.72,0.915,875.9232
2019-01-04 13:50:00,858,762.2,101.9,0,28.15,28,0.951,875.7528
2019-01-04 14:00:00,805,727.6,108.3,0,27.63,30.52,1.806,876.0272
2019-01-04 14:10:00,781.4,709.3,115.1,0,27.8,28.21,1.999,875.6279
2019-01-04 14:20:00,652.4,631.7,127.9,0,27.79,29.33,1.739,875.4492
2019-01-04 14:30:00,584.7,596.8,145.7,0,27.64,29.02,1.567,875.1301
2019-01-04 14:40:00,683.1,646.4,146.4,0,28.02,28.75,2.888,875.3008
2019-01-04 14:50:00,716.7,630.4,126.5,0,28.02,28.55,2.535,875.2114
2019-01-04 15:00:00,735.4,607.6,112.4,0,28.21,27.49,1.425,875.2907
2019-01-04 15:10:00,729.6,574,100.1,0,28.59,26.84,1.231,875.5155
2019-01-04 15:20:00,702.5,534.5,93,0,28.04,28.85,2.543,874.9332
2019-01-04 15:30:00,775.8,549.3,89.4,0,28.3,27.18,0.771,875.052
2019-01-04 15:40:00,771.3,525.2,88.1,0,29.01,26.47,1.922,874.9081
2019-01-04 15:50:00,726.9,487,91.7,0,28.94,26.88,1.537,874.9207
2019-01-04 16:00:00,747.7,487.2,100.5,0,28.92,26.61,1.43,875.2692
2019-01-04 16:10:00,719.9,460.4,108,0,28.52,27.9,1.87,875.0747
2019-01-04 16:20:00,661.5,412.8,108.8,0,29.08,26.2,1.383,875.1483
2019-01-04 16:30:00,383,274,100.4,0,29.46,27.05,1.468,875.0433
2019-01-04 16:40:00,306.4,232,96.5,0,28.33,28.1,2.974,875.1263
2019-01-04 16:50:00,205.6,187.4,97.7,0,28.24,27.66,1.541,874.9303
2019-01-04 17:00:00,151.5,167.8,101.4,0,28.25,28.51,2.033,874.9308
2019-01-04 17:10:00,82.6,137.2,96,0,27.69,29.47,1.906,874.9265
2019-01-04 17:20:00,217.7,153,86.6,0,27.79,29.3,1.775,874.9679
2019-01-04 17:30:00,282,147,77.37,0,27.93,29.06,1.491,875.095
2019-01-04 17:40:00,124.7,89.9,58.58,0,27.78,28.89,2.068,875.2004
2019-01-04 17:50:00,35.24,51.38,38.61,0,27.26,29.47,1.376,875.1459
2019-01-04 18:00:00,11.44,28.43,22.74,0,27.02,28.92,0.654,875.2686
2019-01-04 18:10:00,0.381,8.92,6.863,0,26.93,30.94,0.002,875.4192
2019-01-04 18:20:00,0,0.092,0,0,26.12,33.8,0,875.4376
2019-01-04 18:30:00,0,0,0,0,25.22,36.83,0.743,875.3908
2019-01-04 18:40:00,0,0,0,0,24.47,40.51,1.388,875.3513
2019-01-04 18:50:00,0,0,0,0,24.09,40.58,1.198,875.8148
2019-01-04 19:00:00,0,0,0,0,23.47,40.82,1.65,875.8132
2019-01-04 19:10:00,0,0,0,0,23.07,43.75,2.296,875.9999
2019-01-04 19:20:00,0,0,0,0,22.31,46.34,2.84,876.0326
2019-01-04 19:30:00,0,0,0,0,21.83,46.45,2.826,876.0936
2019-01-04 19:40:00,0,0,0,0,21.8,45.97,2.994,876.3595
2019-01-04 19:50:00,0,0,0,0,21.69,47.23,2.403,876.3688
2019-01-04 20:00:00,0,0,0,0,21.49,47.06,2.974,876.4265
2019-01-04 20:10:00,0,0,0,0,21.56,46.65,2.623,876.5986
2019-01-04 20:20:00,0.003,0,0,0,21.51,46.41,2.61,876.5328
2019-01-04 20:30:00,0,0,0,0,21.68,45.6,2.287,876.6064
2019-01-04 20:40:00,0,0,0,0,21.76,44.88,1.523,876.7857
2019-01-04 20:50:00,0,0,0,0,21.87,45.02,1.85,876.8109
2019-01-04 21:00:00,0,0,0,0,21.63,46.24,1.644,876.6146
2019-01-04 21:10:00,0,0,0,0,21.21,47.61,1.262,876.9754
2019-01-04 21:20:00,0,0,0,0,20.9,47.88,1.059,876.7206
2019-01-04 21:30:00,0,0,0,0,20.82,47.88,1.111,876.9177
2019-01-04 21:40:00,0,0,0,0,20.79,47.67,1.308,877.1953
2019-01-04 21:50:00,0,0,0,0,20.51,49.04,1.501,877.1786
2019-01-04 22:00:00,0,0,0,0,20.19,50.43,1.874,876.9175
2019-01-04 22:10:00,0,0,0,0,19.91,50.06,2.134,877.0727
2019-01-04 22:20:00,0.112,0,0,0,20.34,50.3,2.135,877.0063
2019-01-04 22:30:00,0.044,0,0,0,20.12,50.67,2.151,876.918
2019-01-04 22:40:00,0,0,0,0,19.93,50.2,1.914,877.4164
2019-01-04 22:50:00,0.116,0,0,0,20.35,48.94,1.635,877.1859
2019-01-04 23:00:00,0.011,0,0,0,20.17,49.75,1.197,877.0734
2019-01-04 23:10:00,0,0,0,0,19.68,52.41,2.331,877.1863
2019-01-04 23:20:00,0.086,0,0,0,19.73,50.88,2.226,876.8436
2019-01-04 23:30:00,0,0,0,0,19.68,50.98,1.999,877.1305
2019-01-04 23:40:00,0,0,0,0,19.61,51.18,0.414,877.138
2019-01-04 23:50:00,0,0,0,0,19.52,51.9,0,877.1294
2019-01-05 00:00:00,0,0,0,0,19.38,52.38,0,877.0974
2019-01-05 00:10:00,0.203,0,0,0,19.35,51.76,0.51,877.1461
2019-01-05 00:20:00,0.149,0,0,0,19.49,51.52,1.29,877.2529
2019-01-05 00:30:00,0.311,0,0,0,19.3,53.02,1.959,877.1707
2019-01-05 00:40:00,0.137,0,0,0,19.05,53.33,2.137,877.1949
2019-01-05 00:50:00,0,0,0,0,18.75,54.25,2.225,877.1959
2019-01-05 01:00:00,0.11,0,0,0,19.01,51.63,2.293,877.4733
2019-01-05 01:10:00,0.149,0,0,0,19.19,54.97,2.101,877.457
2019-01-05 01:20:00,0.244,0,0,0,19.16,51.59,1.828,877.5718
2019-01-05 01:30:00,0.02,0,0,0,19.08,54.18,1.539,877.6533
2019-01-05 01:40:00,0,0,0,0,18.69,56.33,0.633,877.4808
2019-01-05 01:50:00,0,0,0,0,18.08,60.08,1.214,877.2612
2019-01-05 02:00:00,0,0,0,0,17.24,61.65,1.808,877.4324
2019-01-05 02:10:00,0,0,0,0,17.25,59.5,1.676,877.4403
2019-01-05 02:20:00,0,0,0,0,17.33,62.05,1.576,877.4164
2019-01-05 02:30:00,0.001,0,0,0,16.85,61.27,2.156,877.5634
2019-01-05 02:40:00,0.24,0,0,0,17.28,60.21,2.781,877.6372
2019-01-05 02:50:00,0.14,0,0,0,17.49,60.18,2.131,877.612
2019-01-05 03:00:00,0,0,0,0,16.92,64.64,2.543,877.5555
2019-01-05 03:10:00,0,0,0,0,16.47,63.18,2.751,877.5139
2019-01-05 03:20:00,0.071,0,0,0,16.59,63.59,2.881,877.6452
2019-01-05 03:30:00,0.142,0,0,0,16.65,61.27,3.16,877.4484
2019-01-05 03:40:00,0.047,0,0,0,16.72,61.71,3.154,877.3342
2019-01-05 03:50:00,0.018,0,0,0,16.69,61.88,2.283,877.2857
2019-01-05 04:00:00,0,0,0,0,16.57,60.32,1.762,877.5306
2019-01-05 04:10:00,0.28,0,0,0,17.03,58.96,1.859,877.6473
2019-01-05 04:20:00,0.233,0,0,0,17.24,58.04,2.389,877.6166
2019-01-05 04:30:00,0.088,0,0,0,17.25,57.25,2.478,877.5808
2019-01-05 04:40:00,0.228,0,0,0,17.48,52.68,2.351,877.6153
2019-01-05 04:50:00,0.375,0,0,0,18.22,50.43,2.128,877.7327
2019-01-05 05:00:00,0.109,0,0,0,17.79,56.4,1.935,877.8145
2019-01-05 05:10:00,0.003,0,0,0,17.16,54.42,2.239,877.9253
2019-01-05 05:20:00,0.035,0,0,0,17.14,58.17,2.161,877.8423
2019-01-05 05:30:00,0,0,0,0,16.54,58.65,2.129,877.7516
2019-01-05 05:40:00,0.006,0,0,0,16.33,59.33,1.87,877.7684
2019-01-05 05:50:00,0,0,0,0,16.37,59.23,0.8,877.8578
2019-01-05 06:00:00,0.001,0,0,0,16.13,60.59,0.688,877.9071
2019-01-05 06:10:00,0.112,0,0,0,16.19,60.83,1.05,877.8839
2019-01-05 06:20:00,0,0,0,0,15.95,60.87,0.158,877.9586
2019-01-05 06:30:00,0,0,0,0,16.06,60.12,0.385,877.9878
2019-01-05 06:40:00,0.13,0,0,0,16.16,59.17,1.086,878.2103
2019-01-05 06:50:00,0.355,0,0,0,16.4,59.4,1.554,878.4658
2019-01-05 07:00:00,0.21,0,0,0,16.14,60.84,1.336,878.421
2019-01-05 07:10:00,0.276,0.006,0.037,0,16.07,59.85,1.991,878.515
2019-01-05 07:20:00,0.205,2.639,2.217,0,15.92,62.23,2.493,878.5981
2019-01-05 07:30:00,14.39,11.71,9.08,0,15.61,61.96,2.86,878.8353
2019-01-05 07:40:00,132.2,32.88,19.15,0,15.67,61.79,2.776,879.0925
2019-01-05 07:50:00,229.4,58.54,28,0,16.03,61.04,2.334,879.0651
2019-01-05 08:00:00,307.8,87.1,35.57,0,16.2,61.07,2.161,879.17
2019-01-05 08:10:00,376.6,118.1,42.56,0,16.43,59.84,1.87,879.2214
2019-01-05 08:20:00,432.9,150.5,47.94,0,16.9,59.06,1.173,879.4785
2019-01-05 08:30:00,411.4,163.9,50.48,0,17.55,56.16,0.709,879.5868
2019-01-05 08:40:00,440.4,194.5,56.74,0,18.35,53.09,0.063,879.7156
2019-01-05 08:50:00,566.1,258.5,64.72,0,19.46,47.57,0,879.8044
2019-01-05 09:00:00,597.3,292.4,68.58,0,20.8,45.83,0,879.7889
2019-01-05 09:10:00,632.1,329.5,71.73,0,21.3,42.49,0,879.8693
2019-01-05 09:20:00,634.8,353.9,73.75,0,22.66,41.92,0.046,880.1325
2019-01-05 09:30:00,676.2,397.9,78.39,0,21.99,43.69,1.023,880.0966
2019-01-05 09:40:00,691.9,431.2,82.7,0,21.9,44.27,1.483,880.0386
2019-01-05 09:50:00,705,461,86,0,22.19,42.7,1.372,880.3116
2019-01-05 10:00:00,715.5,490.1,89.4,0,22.64,43.14,1.543,880.5097
2019-01-05 10:10:00,732,519.1,91.2,0,22.9,42.19,1.358,880.3887
2019-01-05 10:20:00,754.1,550.9,91.7,0,23.19,40.89,1.704,880.3375
2019-01-05 10:30:00,765.2,578.2,92.6,0,23.16,41.1,2.378,880.2982
2019-01-05 10:40:00,778.6,605.2,94.4,0,22.83,40.34,2.294,880.3259
2019-01-05 10:50:00,789,630.6,97.1,0,23.46,39.97,2.225,880.2328
2019-01-05 11:00:00,799.3,655.6,99.9,0,23.65,40.51,1.643,880.2818
2019-01-05 11:10:00,795.8,672.5,103.9,0,23.86,37.79,1.702,880.1068
2019-01-05 11:20:00,796.9,691.1,107.2,0,24.32,37.38,1.704,879.9438
2019-01-05 11:30:00,798.7,706,109.9,0,25.02,36.53,1.712,879.7644
2019-01-05 11:40:00,798.9,723.5,115.4,0,24.99,35.06,1.654,879.6875
2019-01-05 11:50:00,792.8,734.3,121.1,0,25.49,36.08,1.148,879.4911
2019-01-05 12:00:00,781.7,743.5,128.3,0,24.71,36.18,2.256,879.4091
2019-01-05 12:10:00,781.9,754.1,132.6,0,25.56,32.74,1.548,879.0469
2019-01-05 12:20:00,744.8,750.6,146.6,0,26.29,33.29,1.822,879.101
2019-01-05 12:30:00,676.4,713.7,152.1,0,25.97,31.99,2.126,879.0697
2019-01-05 12:40:00,721.9,744.4,152,0,26.27,32.64,1.358,878.5821
2019-01-05 12:50:00,754.3,769.3,151.5,0,25.99,32.6,2.367,878.313
2019-01-05 13:00:00,759,770.6,151.6,0,26.14,32.5,2.506,878.0782
2019-01-05 13:10:00,753,767.3,154.1,0,26.2,32.57,1.683,877.975
2019-01-05 13:20:00,708.1,741.9,162.1,0,26.2,32.3,1.751,877.6443
2019-01-05 13:30:00,643.2,702.8,168.7,0,26.42,31.17,1.622,877.5894
2019-01-05 13:40:00,682.4,720.4,167.5,0,27.74,29.23,0.985,877.309
2019-01-05 13:50:00,684.4,710.6,163.3,0,28.41,29.23,1.774,877.1418
2019-01-05 14:00:00,682.8,702.4,162.5,0,27.7,30.69,1.651,877.048
2019-01-05 14:10:00,664.9,670.2,154.9,0,28.23,29.26,0.978,877.1508
2019-01-05 14:20:00,677.9,669.1,151.4,0,27.65,30.86,2.294,876.7007
2019-01-05 14:30:00,714.3,678.3,151.2,0,27.96,29.4,1.839,876.7394
2019-01-05 14:40:00,685.8,646.4,147.7,0,28.05,29.06,1.112,876.9796
2019-01-05 14:50:00,467.2,495.3,142.3,0,27.7,29.57,1.186,876.9092
2019-01-05 15:00:00,427,466.6,143.9,0,27.96,29.74,1.195,876.3167
2019-01-05 15:10:00,465.9,466.8,134.9,0,28.35,29.77,0.772,876.231
2019-01-05 15:20:00,648.4,553.3,139.5,0,28.71,28.62,1.223,876.2573
2019-01-05 15:30:00,629.7,517.5,133.9,0,29.48,27.32,0.692,876.1337
2019-01-05 15:40:00,620.3,488.5,127.1,0,29.74,28.41,0.809,876.3217
2019-01-05 15:50:00,606.2,457.9,119.8,0,28.55,28.41,1.211,876.2551
2019-01-05 16:00:00,578.5,420,114.4,0,29.44,28.51,0.647,876.3671
